1;ROSSI
2;FERRARI
3;RUSSO
4;BIANCHI
5;ROMANO
6;GALLO
7;COSTA
8;FONTANA
9;CONTI
10;ESPOSITO
11;RICCI
12;BRUNO
13;RIZZO
14;MORETTI
15;DE LUCA
16;MARINO
17;GRECO
18;BARBIERI
19;LOMBARDI
20;GIORDANO
21;RINALDI
22;COLOMBO
23;MANCINI
24;LONGO
25;LEONE
26;MARTINELLI
27;MARCHETTI
28;MARTINI
29;GALLI
30;GATTI
31;MARIANI
32;FERRARA
33;SANTORO
34;MARINI
35;BIANCO
36;CONTE
37;SERRA
38;FARINA
39;GENTILE
40;CARUSO
41;MORELLI
42;FERRI
43;TESTA
44;FERRARO
45;PELLEGRINI
46;GRASSI
47;ROSSETTI
48;D'ANGELO
49;BERNARDI
50;MAZZA
51;RIZZI
52;SILVESTRI
53;VITALE
54;FRANCO
55;PARISI
56;MARTINO
57;VALENTINI
58;CASTELLI
59;BELLINI
60;MONTI
61;LOMBARDO
62;FIORE
63;GRASSO
64;FERRO
65;CARBONE
66;ORLANDO
67;GUERRA
68;PALMIERI
69;MILANI
70;VILLA
71;VIOLA
72;RUGGERI
73;DE SANTIS
74;D'AMICO
75;BATTAGLIA
76;NEGRI
77;SALA
78;PALUMBO
79;BENEDETTI
80;OLIVIERI
81;GIULIANI
82;ROSA
83;AMATO
84;MOLINARI
85;ALBERTI
86;BARONE
87;PELLEGRINO
88;PIAZZA
89;MORO
90;CAPUTO
91;POLI
92;VITALI
93;DE ANGELIS
94;D'AGOSTINO
95;CATTANEO
96;BASSI
97;VALENTE
98;COPPOLA
99;SPINELLI
100;SARTORI
101;MESSINA
102;VENTURA
103;BASILE
104;MANTOVANI
105;STELLA
106;BRUNI
107;PAPA
108;ORLANDI
109;NERI
110;LEONI
111;RIVA
112;VALENTI
113;POZZI
114;VOLPE
115;CATALANO
116;DONATI
117;TOSI
118;GAGLIARDI
119;CALABRESE
120;VENTURINI
121;PAGANO
122;FERRETTI
123;DE MARCO
124;DI STEFANO
125;COSTANTINI
126;GROSSI
127;PACE
128;BASSO
129;PERRONE
130;ZANETTI
131;MARCHI
132;ROMEO
133;MONACO
134;MAGGI
135;BIANCHINI
136;DE ROSA
137;FERRANTE
138;SANTINI
139;SACCO
140;VILLANI
141;D'ALESSANDRO
142;ROSSINI
143;BEVILACQUA
144;DE SIMONE
145;PAGANI
146;GIORGI
147;ROCCA
148;BONETTI
149;RUGGIERO
150;MOSCA
151;LEONARDI
152;SALERNO
153;GRILLO
154;MOTTA
155;FABBRI
156;GAROFALO
157;PASTORE
158;ALBANESE
159;BALDI
160;BIONDI
161;LANCIA
162;MANFREDI
163;SANNA
164;PISANO
165;OLIVA
166;BERTI
167;MANCUSO
168;GRIMALDI
169;MARCHESE
170;NARDI
171;RAIMONDI
172;MASSA
173;FILIPPI
174;MAURO
175;AGOSTINI
176;MELONI
177;GATTO
178;SPINA
179;BARONI
180;BOSCO
181;MARRA
182;MARINELLI
183;MELE
184;DI MARCO
185;SERAFINI
186;PICCOLO
187;PALMA
188;FRANCHI
189;D'ANDREA
190;BRUNETTI
191;LAZZARI
192;FORTE
193;PUGLIESE
194;FALCONE
195;PALERMO
196;MERLO
197;FUSCO
198;ANGELINI
199;SIMONETTI
200;PEPE
201;SANTI
202;SORRENTINO
203;ROTA
204;MONTANARI
205;GIRARDI
206;VOLPI
207;RICCARDI
208;CAVALLO
209;ARENA
210;SPADA
211;D'AMBROSIO
212;TEDESCO
213;LOCATELLI
214;COSTANZO
215;GIANNINI
216;LANZA
217;MAGNANI
218;ROSATI
219;GRANDI
220;PIRAS
221;NAPOLI
222;GIULIANO
223;AIELLO
224;MORI
225;SACCHI
226;DI BENEDETTO
227;MARCONI
228;MARCHESI
229;GROSSO
230;STEFANI
231;BERNARDINI
232;CORTESE
233;MARIOTTI
234;MARTELLI
235;PESCE
236;ROCCO
237;BALDINI
238;MAZZONI
239;DI LORENZO
240;RICCIARDI
241;CAVALLARO
242;SIMONE
243;FAVA
244;COSTANTINO
245;ROSSO
246;MORONI
247;MAZZOLA
248;CIRILLO
249;PAVAN
250;ZANELLA
251;PINNA
252;RUBINO
253;GASPARINI
254;GUIDI
255;FRANCESCHINI
256;SALVI
257;CARTA
258;CAVALLI
259;PISANI
260;CARBONI
261;TREVISAN
262;GRAZIANO
263;CHIESA
264;DI PIETRO
265;GENOVESE
266;RE
267;BONI
268;FIORINI
269;BELLI
270;MANCA
271;NAPOLITANO
272;PINTO
273;COCCO
274;NATALE
275;GUARINO
276;PASQUALI
277;VACCARO
278;DI MARTINO
279;ANTONINI
280;PINI
281;GIUSTI
282;ABATE
283;BUCCI
284;ANDREOLI
285;SCOTTI
286;BERARDI
287;LANDI
288;CASELLA
289;GIGLIO
290;BERETTA
291;ZANINI
292;ROMAGNOLI
293;TEDESCHI
294;CORTI
295;COSENTINO
296;GUIDA
297;FORTUNATO
298;CIPRIANI
299;CAMPANA
300;PIVA
301;FAZIO
302;LEO
303;NOVELLI
304;CASTELLANI
305;ORSINI
306;MASSARO
307;DIANA
308;CROCE
309;BRAMBILLA
310;DAMIANI
311;VENTURI
312;BERTOLINI
313;GRANATA
314;MAGGIO
315;MORANDI
316;LAZZARINI
317;CAVALIERE
318;BELLONI
319;CASTAGNA
320;NIGRO
321;PASINI
322;CASAGRANDE
323;RANIERI
324;NICOLETTI
325;CAPPELLI
326;MELIS
327;FIORI
328;PORTA
329;FRANCHINI
330;DI CARLO
331;ROCCHI
332;MICHELI
333;CARRARA
334;LONGHI
335;TOSCANO
336;PERINI
337;PAOLINI
338;LORENZI
339;MAGNI
340;DURANTE
341;BRUNELLI
342;ROMANI
343;BERTONI
344;VINCI
345;LA ROSA
346;MASI
347;DONATO
348;CORONA
349;COMUNE
350;MAROTTA
351;LUPO
352;COLELLA
353;BOSIO
354;MURA
355;VALENTINO
356;CURTI
357;COLUCCI
358;ZANOTTI
359;MATTIOLI
360;GABRIELLI
361;MICELI
362;TURCO
363;BONELLI
364;NEGRO
365;ZITO
366;FILIPPINI
367;MANZONI
368;BORGHI
369;ALBANO
370;FERRERO
371;CARLI
372;CAPPELLETTI
373;MORELLO
374;BERTOLI
375;ANSELMI
376;LUPI
377;LA ROCCA
378;MARANGONI
379;BARTOLI
380;MASSARI
381;MAURI
382;MARI
383;DI GIOVANNI
384;FANTINI
385;MAFFEI
386;MILANO
387;ALESSI
388;PUCCI
389;VACCA
390;RICCIO
391;QUARANTA
392;IPPOLITO
393;TONELLI
394;VECCHI
395;FUMAGALLI
396;GIOIA
397;LUCIANI
398;FESTA
399;TARANTINO
400;CLEMENTE
401;CORSINI
402;GRAZIANI
403;ADAMO
404;NICOLINI
405;FURLAN
406;GOBBI
407;SCALA
408;FALCO
409;VISCONTI
410;GAMBA
411;GRANDE
412;POGGI
413;GUARNIERI
414;BERTINI
415;FEDERICI
416;GUERRINI
417;GENTILI
418;GUGLIELMI
419;ABBATE
420;NOBILE
421;CAPELLI
422;BONO
423;D'AMATO
424;ORSI
425;SPERANZA
426;BARBATO
427;PICCOLI
428;DE MARCHI
429;BETTI
430;LORENZINI
431;ALBERTINI
432;BARTOLINI
433;D'ONOFRIO
434;DEL VECCHIO
435;GALLINA
436;CONTINI
437;PETRUCCI
438;RONCHI
439;CAPRA
440;BRESCIANI
441;MORETTO
442;POLETTI
443;CASTELLANO
444;TOMASI
445;GRIECO
446;ELIA
447;BOTTA
448;MAGRI
449;ANGELI
450;SABATINI
451;TORRE
452;VISENTIN
453;PERNA
454;TUCCI
455;FIORENTINO
456;GENNARI
457;MONTAGNA
458;SALVATORE
459;CORSI
460;PALAZZO
461;IZZO
462;SCHIAVONE
463;SASSO
464;MUSSO
465;CAMPANELLA
466;CAMPAGNA
467;VECCHIO
468;CASALI
469;CECCARELLI
470;FEDELE
471;REALE
472;STEFANELLI
473;BERTELLI
474;BELTRAMI
475;ALFIERI
476;GHEZZI
477;ZANI
478;INNOCENTI
479;BORRELLI
480;CECCHINI
481;BONINI
482;MANZO
483;BONFANTI
484;SPAGNOLO
485;BETTINI
486;ZAMBELLI
487;GALASSO
488;DRAGO
489;LAI
490;MATTEI
491;D'ELIA
492;BRUSCHI
493;CAPONE
494;PAOLETTI
495;SIMONI
496;VIVIANI
497;BINI
498;FEDERICO
499;PIZZI
500;FLORIO
501;QUAGLIA
502;VACCARI
503;IORIO
504;BELLO
505;GALANTE
506;DI GREGORIO
507;CORRADINI
508;DE STEFANO
509;VERONESE
510;CALLEGARI
511;GRILLI
512;CANTONI
513;GIORDANI
514;CERRI
515;LAMBERTI
516;VALLE
517;GIACOMINI
518;NATALI
519;BALDO
520;CARLETTI
521;DAMIANO
522;CURCIO
523;NAVA
524;LUCCHINI
525;DI MAURO
526;MORINI
527;CASALE
528;BOSSI
529;SAVINO
530;AMOROSO
531;CARRARO
532;ALFANO
533;GRAZIOLI
534;BERGAMINI
535;GREGORI
536;GANDOLFI
537;MARCHESINI
538;PIZZO
539;FACCHINI
540;PENNA
541;SASSI
542;CORRADI
543;CORSO
544;BERGAMASCHI
545;COLONNA
546;DI MATTEO
547;SICILIANO
548;FERRARIO
549;SCARPA
550;GANDINI
551;CAVALLINI
552;MERLI
553;SABATINO
554;MAZZEI
555;CIPOLLA
556;CALVI
557;FABRIS
558;ARRIGONI
559;GIACOMELLI
560;VASSALLO
561;CERUTTI
562;DI GIACOMO
563;BENVENUTI
564;CAVALIERI
565;ZANONI
566;LUONGO
567;BENETTI
568;RIGHI
569;LIGUORI
570;MASINI
571;MARCHINI
572;GORI
573;MARRONE
574;BOVE
575;FIORAVANTI
576;GIUDICI
577;BONGIOVANNI
578;CAPPELLO
579;CIMINO
580;DI PASQUALE
581;ROMANELLI
582;RENZI
583;CARLINI
584;TOZZI
585;BONOMI
586;MURGIA
587;FOSSATI
588;FANELLI
589;TADDEI
590;ZANIN
591;CATANIA
592;DI MAIO
593;TROTTA
594;PICCININI
595;MANNA
596;PALLADINO
597;PASQUINI
598;VINCENZI
599;FIORENTINI
600;DI PALMA
601;MACRI'
602;BOLOGNESI
603;ZACCARIA
604;LEPORE
605;BOTTI
606;SARTI
607;SALVADORI
608;RAIMONDO
609;VALERIO
610;PERRI
611;BUZZI
612;DE MARIA
613;DE MARTINO
614;FERRARIS
615;ZAMBONI
616;BASSANI
617;BONANNO
618;DI PAOLA
619;SANTANGELO
620;DI LEO
621;GUALTIERI
622;MEDICI
623;PORCU
624;FRIGERIO
625;LENTINI
626;CATALDO
627;COLOMBI
628;RATTI
629;STABILE
630;TODARO
631;BUONO
632;ZANON
633;DI GIORGIO
634;BELTRAME
635;ZANARDI
636;MORA
637;MAZZEO
638;MAESTRI
639;ROSSETTO
640;BELLUCCI
641;PAOLUCCI
642;D'AMORE
643;CLERICI
644;SANDRI
645;SALVATORI
646;DI GIROLAMO
647;BARBERA
648;MANZI
649;SANSONE
650;GALLETTI
651;DE LUCIA
652;MAZZONE
653;PADOVANI
654;SECCHI
655;GABRIELE
656;COSSU
657;DI DOMENICO
658;CARNEVALE
659;CAPUANO
660;DI PAOLO
661;CIOFFI
662;MONTELEONE
663;ADAMI
664;SAVIO
665;PASQUALINI
666;ZUCCA
667;TOMMASI
668;MONTANARO
669;BELLOTTI
670;MIGLIORINI
671;FOTI
672;CARDONE
673;PIACENTINI
674;VALLI
675;NICOLI
676;RUGGIERI
677;MOLINARO
678;D'ALESSIO
679;PECORARO
680;TROVATO
681;PELUSO
682;ZAGO
683;FIORETTI
684;MAZZOCCHI
685;FASANO
686;COZZI
687;VERONESI
688;PANDOLFI
689;PAVONE
690;MERCURI
691;PERSICO
692;BONATO
693;PARENTE
694;INVERNIZZI
695;BOSCHI
696;BRESSAN
697;PEDRETTI
698;TAGLIAFERRI
699;PEROTTI
700;LUCIANO
701;MILAN
702;SPANO
703;LAZZARO
704;RANDAZZO
705;RIGHETTI
706;PROIETTI
707;USAI
708;GAMBINO
709;SIGNORINI
710;MARIN
711;ALTIERI
712;GALIMBERTI
713;DI FRANCESCO
714;CASELLI
715;ANTONUCCI
716;BOLOGNA
717;PALA
718;FOGLIA
719;BALDUCCI
720;DE VITA
721;PAPPALARDO
722;FABIANI
723;MINELLI
724;DE PASQUALE
725;BERTO
726;BRAGA
727;LOI
728;SANTUCCI
729;MELI
730;SALVATI
731;MERLINI
732;CICCARELLI
733;VALERI
734;BERTOLOTTI
735;PEREGO
736;MANENTI
737;TORRI
738;PARADISO
739;GIUNTA
740;PETRONE
741;ZANNI
742;PERROTTA
743;BERNINI
744;MAZZINI
745;PATTI
746;PUGLISI
747;LODI
748;AMBROSINI
749;CHIARI
750;DI BELLA
751;MARCON
752;GALATI
753;PIANA
754;MARTIN
755;CORTESI
756;GIACOMETTI
757;MARCUCCI
758;NOBILI
759;ZORZI
760;PERONI
761;IANNONE
762;CRIPPA
763;GASPARI
764;FRANCESCHI
765;MAINARDI
766;SIMEONE
767;CAVALLARI
768;SPANO'
769;CONFORTI
770;MOSCATELLI
771;MARTUCCI
772;NANNI
773;PAVESI
774;VIGANO'
775;MARANO
776;NOVELLO
777;BARLETTA
778;MORGANTI
779;SIGNORELLI
780;LUCARELLI
781;CESARI
782;FAVARO
783;EVANGELISTA
784;MORRA
785;TROMBETTA
786;MORABITO
787;ZAMPIERI
788;NOCERA
789;SCHIAVO
790;POLITO
791;PARIS
792;LORUSSO
793;BELOTTI
794;MASIERO
795;DI SANTO
796;ANELLI
797;FORTI
798;BOSI
799;CROCI
800;CASATI
801;FADDA
802;RUBINI
803;MARANGON
804;CALO'
805;STEFANINI
806;SANTAMARIA
807;DE FRANCESCO
808;SIMONELLI
809;LISI
810;CHIRICO
811;SPAGNUOLO
812;MARRAS
813;ROSI
814;FRANZONI
815;MASCIA
816;MICHELETTI
817;LENZI
818;PERETTI
819;BENINI
820;FEDELI
821;SESSA
822;FANTONI
823;DE PAOLI
824;CONSOLI
825;TERRANOVA
826;BELFIORE
827;MILANESI
828;LO PRESTI
829;ANDREOTTI
830;TONINI
831;OTTAVIANI
832;SANTONI
833;PETRINI
834;SACCHETTI
835;SANFILIPPO
836;BOSCHETTI
837;MARZANO
838;TASSI
839;CASTIGLIONI
840;GUERRIERI
841;DE FELICE
842;URSO
843;BARBERO
844;GIUDICE
845;ORLANDINI
846;CARDILLO
847;CARLUCCI
848;TORTORA
849;CREPALDI
850;PEDRINI
851;LUNARDI
852;MONTINI
853;PAOLI
854;APRILE
855;TOMASELLI
856;FERRARESE
857;DANIELI
858;CASINI
859;CARMINATI
860;CRISTIANO
861;BORTOLOTTI
862;D'ERRICO
863;CLEMENTI
864;RICCA
865;CHERUBINI
866;PASCALE
867;MERCURIO
868;CECCONI
869;VANNI
870;ROMA
871;TARTAGLIA
872;DI GENNARO
873;DE VITO
874;DORIA
875;GUERRIERO
876;BURATTI
877;VALSECCHI
878;GUIDO
879;PETRILLO
880;GIANI
881;CAMPO
882;LOTTI
883;LAURIA
884;CORAZZA
885;GIORGIO
886;MATTEUCCI
887;SPAGNOLI
888;GARGIULO
889;DI DONATO
890;DI SALVO
891;TRAPANI
892;CALCAGNO
893;DI BIASE
894;CAPASSO
895;BARBARO
896;D'ANTONIO
897;MAIO
898;LATINI
899;GOBBO
900;D'ANNA
901;CARDINALE
902;PARENTI
903;MICHELINI
904;MANGANO
905;DELFINO
906;GENNARO
907;BALLERINI
908;POLITI
909;ZAMBON
910;ERRICO
911;GOZZI
912;AMBROSI
913;GALBIATI
914;CALABRO'
915;VINCIGUERRA
916;CICCONE
917;PERIN
918;BOSELLI
919;FRATTINI
920;CASANOVA
921;BOSCOLO
922;DI NARDO
923;MIGLIORE
924;GARGANO
925;MARINONI
926;AMBROSIO
927;ALESSANDRINI
928;CHIODI
929;PANICO
930;MANCINO
931;PEGORARO
932;MORRONE
933;BOLDRINI
934;RAGUSA
935;MIELE
936;VELLA
937;CASTIGLIONE
938;OLIVERI
939;DI MARIA
940;FIORILLO
941;CANALE
942;MAIORANO
943;ZUCCHI
944;MAGGIONI
945;CARACCIOLO
946;FORTUNA
947;ROTONDO
948;TOSO
949;CARNEVALI
950;CAMPI
951;BACCI
952;SAVINI
953;PONTI
954;COLANGELO
955;CIANI
956;CUOMO
957;CASTALDO
958;DOMINICI
959;D'URSO
960;MARIANO
961;MACCHI
962;BORELLI
963;MONTICELLI
964;FLORIS
965;GIANNONE
966;GIANNETTI
967;MOSCONI
968;LORENZETTI
969;DE LEO
970;PELOSI
971;ANTONIOLI
972;FABIANO
973;PRATI
974;SALOMONE
975;CANOVA
976;CATALDI
977;BONOMO
978;MILONE
979;PRATO
980;FERRERI
981;COZZOLINO
982;DEL GIUDICE
983;BRAVI
984;BONA
985;MILAZZO
986;FRAU
987;NARDINI
988;CASTELLO
989;RECCHIA
990;RENNA
991;BALSAMO
992;CROTTI
993;MAZZOLENI
994;UGOLINI
995;GAETA
996;CARLINO
997;COLETTA
998;CAPOBIANCO
999;MAGRO
1000;TERZI
1001;FASOLI
1002;MENEGOI
1003;MAZZACURATI
